endpoint,L1_TWh,L2_TWh,L3_TWh,L2_L1_pct,L3_L1_pct,L3_demand_pct,L3_countries_ge_10pct_share,L1_water_km3,L3_water_km3,L3_L1_water_pct,L3_L2_water_pct,water_equivalent_million_people
lower,16712.988951423074,4702.0310859620095,797.1210209068656,28.13399266659386,4.769470160147461,3.166835728689959,18.309859154929576,218.93654777846524,14.02731205245218,6.407021666682148,17.825854362833933,39.699939771091074
upper,16712.988951423074,5276.5412806469,1802.8795395251573,31.571499843525082,10.78729570614385,7.14159186145248,41.54929577464789,218.93654777846524,33.1507896559528,15.141733982896726,37.191678592000926,93.82298959231925
