protection,endpoint,missing_case,ice_unknown_in_either_period,environment_gate_changed,cost_gate_changed,L1_historical_gwh,L1_future_gwh,L1_change_gwh,L1_generation_effect_gwh,L1_admission_effect_gwh,L2_historical_gwh,L2_future_gwh,L2_change_gwh,L2_generation_effect_gwh,L2_admission_effect_gwh,L2_entry,L2_exit,L2_entry_with_unknown_ice,L2_admission_effect_unknown_ice_gwh,L3_historical_gwh,L3_future_gwh,L3_change_gwh,L3_generation_effect_gwh,L3_admission_effect_gwh,L3_entry,L3_exit,L3_entry_with_unknown_ice,L3_admission_effect_unknown_ice_gwh,L3_entry_environment_only,L3_entry_cost_only,L3_entry_both_gates,model,experiment,period,ice_error_case
conservative,upper,unadjusted,8625,15788,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,3873035.6841136385,4773179.128792769,900143.4446791309,30374.140116334445,869769.3045627965,15788,0,53,823.7425558600054,1578037.4672307572,1626516.4396673315,48478.97243657432,11011.135456696056,37467.83697987826,609,2,17,130.17882539014894,430,179,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_longer_ice
core,lower,restricted,8625,17834,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,4369359.376306814,5418241.718933052,1048882.3426262385,40406.16971678689,1008476.1729094516,17760,74,856,78192.59938716485,869557.7079432118,915112.0484630187,45554.34051980699,10383.474427334908,35170.86609247209,639,6,205,16318.676288067629,505,132,2,UKESM1-0-LL,ssp585,2031_2050,historical_error_longer_ice
core,lower,unadjusted,8625,17834,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,4474043.268152547,5531779.838224297,1057736.57007175,41167.379956903394,1016569.1901148467,17760,74,856,80414.99766961508,915695.4267320591,964834.3523706424,49138.925638583256,10843.101070313132,38295.82456827012,642,6,205,17959.861925802892,505,135,2,UKESM1-0-LL,ssp585,2031_2050,historical_error_longer_ice
core,upper,restricted,8625,16977,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,5231315.725106917,6212573.088001077,981257.36289416,49044.586361010144,932212.7765331498,16977,0,73,1929.2030108629388,2073405.937902198,2132332.738193398,58926.800291199914,19651.140764200034,39275.65952699988,724,2,41,290.91944767750243,447,277,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_longer_ice
core,upper,unadjusted,8625,16977,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,5342509.197037291,6330662.194037367,988152.9970000758,49924.78277520145,938228.2142248743,16977,0,73,2074.0217796425877,2185461.9815105353,2247473.810903143,62011.82939260797,20608.023635316855,41403.805757291106,729,2,41,310.9361147389838,447,282,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_longer_ice
conservative,lower,restricted,8625,30477,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,3827500.603414221,4932122.600590418,1104621.997176197,21702.467750260606,1082919.5294259363,30400,77,772,71729.07484018923,611569.5198986529,635614.685879329,24045.16598067616,5070.74577546689,18974.420205209273,287,17,196,16061.77784149746,204,82,1,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
conservative,lower,unadjusted,8625,30477,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,3901167.6070012855,5013181.962365695,1112014.3553644093,21849.493203710164,1090164.8621606992,30400,77,772,73693.28541822342,643820.2009658027,669669.1381139916,25848.937148188867,5193.628517492283,20655.308630696585,286,17,196,17668.82631725735,204,81,1,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,restricted,8625,29666,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,4557934.970296946,5598216.661504558,1040281.6912076111,28537.424906774628,1011744.2663008365,29666,0,38,553.8117150893694,1524415.2176622767,1545931.5536027213,21516.33594044467,10305.895337029764,11210.440603414905,193,16,16,115.78139534466085,15,178,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,unadjusted,8625,29666,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,4637389.889344528,5683305.89441721,1045916.0050726813,28793.688143261916,1017122.3169294194,29666,0,38,650.7401869436195,1607020.0618078215,1629034.0893238122,22014.027515990503,10676.434907035251,11337.59260895525,194,16,16,123.54976797542449,15,179,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
core,lower,restricted,8625,31149,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,5198530.14253387,6362708.587214728,1164178.4446808582,39117.29977347228,1125061.1449073858,31046,103,856,77018.79133613614,884818.7889754642,916315.3342585417,31496.545283077496,10155.030140090155,21341.515142987344,346,18,205,16312.047230652905,212,132,2,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
core,lower,unadjusted,8625,31149,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,5306364.238529681,6478885.4050625255,1172521.1665328448,39904.67873195256,1132616.487800892,31046,103,856,79241.18961858637,932238.5387393493,966166.1220055935,33927.58326624409,10588.89009248502,23338.693173759075,349,18,205,17953.232868388168,212,135,2,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
core,upper,restricted,8625,30234,3547,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,6060486.491333974,7157039.956282753,1096553.4649487794,47755.71641769554,1048797.748531084,30234,0,44,755.3949598342325,2101574.9836149514,2134724.203264281,33149.21964932972,19333.752425070033,13815.467224259684,294,16,40,284.290390262778,17,277,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
core,upper,unadjusted,8625,30234,3568,17504917.56653298,17444365.87985129,-60551.68668168876,-60551.68668168876,0.0,6174830.167414425,7277767.760875595,1102937.5934611703,48662.08155025062,1054275.5119109196,30234,0,44,900.2137286138814,2215528.787586395,2250023.8605903676,34495.07300397243,20251.32022817268,14243.752775799745,299,16,40,304.30705732425935,17,282,0,UKESM1-0-LL,ssp585,2031_2050,historical_error_shorter_ice
conservative,lower,restricted,9209,87234,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3398775.865850229,6223949.334896668,2825173.4690464395,5669.867321329068,2819503.6017251103,87231,3,1466,140699.9200027282,608353.5383643239,658675.0933795706,50321.55501524668,4638.549338298845,45683.00567694784,735,64,453,35458.66794627686,507,202,26,UKESM1-0-LL,ssp585,2081_2100,central
conservative,lower,unadjusted,9209,87234,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3471120.970714203,6308870.85162311,2837749.8809089065,5923.712501189915,2831826.1684077163,87231,3,1466,144441.88276186047,640281.3194939074,693363.9694816129,53082.64998770552,4703.5428268466285,48379.1071608589,735,64,453,37727.95947476123,507,202,26,UKESM1-0-LL,ssp585,2081_2100,central
conservative,upper,restricted,9209,86443,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4129210.2327329544,6833604.88311787,2704394.6503849165,12431.914030603788,2691962.7363543124,86443,0,678,13159.054631930323,1517565.919810303,1554882.0474241395,37316.12761383648,10490.368881081507,26825.75873275497,525,90,67,595.7805168295957,125,400,0,UKESM1-0-LL,ssp585,2081_2100,central
conservative,upper,unadjusted,9209,86443,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4207343.253057446,6921300.407420243,2713957.1543627977,12702.576251428878,2701254.5781113687,86443,0,678,13870.29246551278,1599819.3513596042,1638045.1904517459,38225.83909214193,10898.634141963397,27327.204950178533,527,90,67,627.41923878931,125,402,0,UKESM1-0-LL,ssp585,2081_2100,central
core,lower,restricted,9209,90180,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4741607.108867146,7699920.430669154,2958313.3218020075,17250.172735474895,2941063.1490665325,90177,3,1600,149214.6008556101,881587.5038037435,944346.7364225851,62759.23261884158,6842.6308320276385,55916.60178681395,1105,64,473,35957.37876243906,523,550,32,UKESM1-0-LL,ssp585,2081_2100,central
core,lower,unadjusted,9209,90180,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4848114.738331839,7820740.6112337485,2972625.872901909,18448.944325800778,2954176.928576108,90177,3,1600,153391.70794404036,928683.4692005541,995482.7717631102,66799.30256255611,7337.47291365841,59461.82964889771,1114,64,473,38275.6074630615,523,559,32,UKESM1-0-LL,ssp585,2081_2100,central
core,upper,restricted,9209,89262,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5603563.457667249,8435201.292866563,2831637.8351993146,26489.688585389507,2805148.146613925,89262,0,685,13299.598403002674,2094550.8380633597,2146655.145722172,52104.30765881257,14463.644800580554,37640.66285823201,990,92,124,1353.4108940898675,130,860,0,UKESM1-0-LL,ssp585,2081_2100,central
core,upper,unadjusted,9209,89262,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5716580.667216583,8559101.34391555,2842520.676698968,27724.61983031477,2814796.056868653,89262,0,685,14010.83623658513,2208151.352356545,2262815.681963036,54664.32960649059,15655.777983188405,39008.551623302184,1001,92,124,1434.6153128703031,130,871,0,UKESM1-0-LL,ssp585,2081_2100,central
conservative,lower,restricted,9209,77535,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3065695.8064371324,5916394.35007698,2850698.5436398475,15288.228374194732,2835410.3152656527,77534,1,1466,140720.03188030762,596934.272681613,658675.0933795706,61740.82069795762,5280.167069258457,56460.65362869917,985,21,453,35458.66794627686,757,202,26,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,unadjusted,9209,77535,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3136813.4017703957,6000528.787087207,2863715.385316811,15543.395322849918,2848171.9899939615,77534,1,1466,144482.1065170193,627911.8716785838,693363.9694816129,65452.0978030291,5403.566044307198,60048.53175872191,985,21,453,37727.95947476123,757,202,26,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,restricted,9209,76748,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3796130.173319858,6526049.8982981825,2729919.7249783245,22050.275083469453,2707869.4498948553,76748,0,680,13179.16650950974,1497293.5410876933,1554882.0474241395,57588.5063364462,11531.560068093346,46056.94626835285,877,31,67,595.7805168295957,477,400,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,unadjusted,9209,76748,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3873035.6841136385,6612958.342884341,2739922.6587707023,22322.25907308888,2717600.3996976134,76748,0,680,13910.516220671612,1578037.4672307572,1638045.1904517459,60007.723220988795,12031.776607988915,47975.94661299988,879,31,67,627.41923878931,477,402,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
core,lower,restricted,9209,80246,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4369359.376306814,7371822.511996183,3002463.135689368,27401.9020421778,2975061.2336471905,80245,1,1600,149234.71273318952,869557.7079432118,944346.7364225851,74789.02847937337,7532.951879645098,67256.07659972829,1363,21,473,35957.37876243906,781,550,32,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
core,lower,unadjusted,9209,80246,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4474043.268152547,7491806.46651786,3017763.1983653125,28617.97852634212,2989145.2198389703,80245,1,1600,153431.93169919917,915695.4267320591,995482.7717631102,79787.34503105117,8086.708449312869,71700.6365817383,1372,21,473,38275.6074630615,781,559,32,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
core,upper,restricted,9209,79332,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5231315.725106917,8107103.374193593,2875787.6490866756,36641.41789209242,2839146.231194583,79332,0,687,13319.71028058209,2073405.937902198,2146655.145722172,73249.20781997428,15564.436579657739,57684.77124031654,1356,32,124,1353.4108940898675,496,860,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
core,upper,unadjusted,9209,79332,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5342509.197037291,8230167.199199663,2887658.0021623713,37893.654030856116,2849764.348131515,79332,0,687,14051.059991743963,2185461.9815105353,2262815.681963036,77353.70045250069,16850.294421788487,60503.406030712205,1367,32,124,1434.6153128703031,496,871,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,restricted,9209,85001,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3827500.603414221,6375020.65045105,2547520.047036829,-6793.314140270814,2554313.3611770994,84973,28,1466,140018.36277787213,611569.5198986529,658675.0933795706,47105.573480917774,4433.877291269789,42671.69618964799,663,99,453,35458.66794627686,435,202,26,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,unadjusted,9209,85001,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,3901167.6070012855,6460374.9362725755,2559207.32927129,-6534.793756798411,2565742.1230280884,84973,28,1466,143495.25622487502,643820.2009658027,693363.9694816129,49543.768515810276,4475.594199397183,45068.1743164131,663,99,453,37727.95947476123,435,202,26,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
conservative,upper,restricted,9209,84160,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4557934.970296946,6984676.198672253,2426741.2283753054,-31.267430996094365,2426772.495806302,84160,0,653,12477.497407074256,1524415.2176622767,1554882.0474241395,30466.82976186289,10150.406011186376,20316.423750676506,413,137,67,595.7805168295957,13,400,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
conservative,upper,unadjusted,9209,84160,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,4637389.889344528,7072804.49206971,2435414.6027251813,244.06999344055245,2435170.5327317407,84160,0,653,12923.665928527338,1607020.0618078215,1638045.1904517459,31025.12864392444,10533.91807425155,20491.21056967289,415,137,67,627.41923878931,13,402,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
core,lower,restricted,9209,88503,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5198530.14253387,7870016.200604963,2671486.0580710927,5077.106109617513,2666408.951961475,88475,28,1600,148533.04363075402,884818.7889754642,944346.7364225851,59527.947447120954,6637.398105008497,52890.54934211246,1031,99,473,35957.37876243906,449,550,32,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
core,lower,unadjusted,9209,88503,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,5306364.238529681,7991376.831140328,2685012.592610647,6280.746039602307,2678731.8465710445,88475,28,1600,152445.0814070549,932238.5387393493,995482.7717631102,63244.233023760855,7108.926041967652,56135.30698179321,1040,99,473,38275.6074630615,449,559,32,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
core,upper,restricted,9209,87535,11046,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,6060486.491333974,8605297.062802373,2544810.5714684,14316.621959532125,2530493.9495088677,87535,0,660,12618.041178146606,2101574.9836149514,2146655.145722172,45080.16210722099,14117.972699374008,30962.18940784698,875,140,124,1353.4108940898675,15,860,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
core,upper,unadjusted,9209,87535,11089,17504917.56653298,17083108.555673584,-421809.0108593942,-421809.0108593942,0.0,6174830.167414425,8729737.56382213,2554907.3964077057,15556.421544116298,2539350.9748635893,87535,0,660,13064.209699599689,2215528.787586395,2262815.681963036,47286.894376640594,15285.286733722367,32001.60764291823,886,140,124,1434.6153128703031,15,871,0,UKESM1-0-LL,ssp585,2081_2100,historical_error_shorter_ice
