protection,endpoint,arm,strength,missing_case,waterbodies,L1_TWh,L2_TWh,L3_TWh,L2_fraction_L1,L3_fraction_L1,environmental_candidates,L3_positive_waterbodies,cost_excluded_after_access,model,experiment,period,ice_error_case
core,upper,no_maintenance,0.5,restricted,199976,15540.34111921807,6468.807479852517,1943.7727065276088,0.4162590402763309,0.12507915312900236,90200,16383,4652,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,upper,no_institutions,0.5,unadjusted,199976,15540.34111921807,6584.124089392984,2441.979422227548,0.4236795086338666,0.15713808361694567,90200,15452,5583,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,upper,no_institutions,0.5,restricted,199976,15540.34111921807,6468.807479852517,2376.968900649557,0.4162590402763309,0.15295474419863678,90200,15401,5634,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.0,unadjusted,199976,15540.34111921807,6240.135757414362,1005.3694868600793,0.4015443232257917,0.06469417107046525,70272,6223,2393,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.0,restricted,199976,15540.34111921807,6240.135757414362,1005.3694868600793,0.4015443232257917,0.06469417107046525,70272,6223,2393,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.25,unadjusted,199976,15540.34111921807,5368.67793963084,788.533429331598,0.34546718752470806,0.05074106310037511,70272,6093,2523,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.25,restricted,199976,15540.34111921807,5329.825284469396,769.6600092681067,0.34296707154505324,0.049526583963868165,70272,6083,2533,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.5,unadjusted,199976,15540.34111921807,4497.220121847315,585.3431843235571,0.28939005182362415,0.03766604476910024,70272,5874,2742,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.5,restricted,199976,15540.34111921807,4419.51481152443,553.2234495820471,0.2843898198643147,0.03559918314134685,70272,5849,2767,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.75,unadjusted,199976,15540.34111921807,3625.7623040637914,420.7756484824419,0.2333129161225404,0.027076345702739226,70272,5637,2979,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,codex_primary,0.75,restricted,199976,15540.34111921807,3509.204338579463,382.26776959741983,0.2258125681835762,0.024598415611655124,70272,5601,3015,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_ecology,0.5,unadjusted,199976,15540.34111921807,6240.135757414362,781.6046148214014,0.4015443232257917,0.05029520322786381,70272,5874,2742,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_ecology,0.5,restricted,199976,15540.34111921807,6240.135757414362,757.3462166006109,0.4015443232257917,0.048734208006800665,70272,5849,2767,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_maintenance,0.5,unadjusted,199976,15540.34111921807,4497.220121847315,615.2064351806364,0.28939005182362415,0.03958770470101439,70272,6223,2393,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_maintenance,0.5,restricted,199976,15540.34111921807,4419.51481152443,583.6704143569142,0.2843898198643147,0.03755840427692505,70272,6223,2393,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_institutions,0.5,unadjusted,199976,15540.34111921807,4497.220121847315,717.9184443211757,0.28939005182362415,0.046197084015958755,70272,5874,2742,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,no_institutions,0.5,restricted,199976,15540.34111921807,4419.51481152443,696.836031790032,0.2843898198643147,0.04484045919225576,70272,5849,2767,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.0,unadjusted,199976,15540.34111921807,7052.46530313204,2405.6737426350182,0.45381663433440084,0.1548018620813944,79453,13785,3313,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.0,restricted,199976,15540.34111921807,7052.46530313204,2405.6737426350182,0.45381663433440084,0.1548018620813944,79453,13785,3313,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.25,unadjusted,199976,15540.34111921807,6076.706649851512,1890.3299854785278,0.3910278804843422,0.1216401860793672,79453,13461,3637,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.25,restricted,199976,15540.34111921807,6036.348737649898,1844.8613501022044,0.3884309032434948,0.11871434069235094,79453,13439,3659,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.5,unadjusted,199976,15540.34111921807,5100.947996570984,1418.990255831161,0.32823912663428356,0.09131010992264237,79453,12931,4167,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.5,restricted,199976,15540.34111921807,5020.2321721677545,1341.3235017944326,0.3230451721525887,0.08631235900836666,79453,12887,4211,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.75,unadjusted,199976,15540.34111921807,4125.189343290455,1021.1010401507601,0.2654503727842249,0.06570647531591237,79453,12459,4639,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,codex_primary,0.75,restricted,199976,15540.34111921807,4004.115606685612,926.3202671488903,0.25765944106168265,0.05960746035383676,79453,12401,4697,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_ecology,0.5,unadjusted,199976,15540.34111921807,7052.46530313204,1891.5302222297848,0.45381663433440084,0.12171741969618742,79453,12931,4167,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_ecology,0.5,restricted,199976,15540.34111921807,7052.46530313204,1832.4796382978084,0.45381663433440084,0.11791759423039046,79453,12887,4211,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_maintenance,0.5,unadjusted,199976,15540.34111921807,5100.947996570984,1476.8955775322852,0.32823912663428356,0.09503623930789216,79453,13785,3313,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_maintenance,0.5,restricted,199976,15540.34111921807,5020.2321721677545,1399.992130151314,0.3230451721525887,0.0900876061478473,79453,13785,3313,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_institutions,0.5,unadjusted,199976,15540.34111921807,5100.947996570984,1737.801815333927,0.32823912663428356,0.11182520396446526,79453,12931,4167,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,no_institutions,0.5,restricted,199976,15540.34111921807,5020.2321721677545,1690.4761605166825,0.3230451721525887,0.10877986188000362,79453,12887,4211,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,lower,codex_primary,0.0,unadjusted,199976,15540.34111921807,7546.03037490569,1458.2781185719955,0.48557688129341253,0.09383823092329716,63315,7654,3411,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.0,restricted,199976,15540.34111921807,7546.03037490569,1458.2781185719955,0.48557688129341253,0.09383823092329716,63315,7654,3411,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.25,unadjusted,199976,15540.34111921807,6509.624853060441,1139.6317810652704,0.41888558321350283,0.07333376869417216,63315,7494,3571,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.25,restricted,199976,15540.34111921807,6454.133102973471,1112.30075750374,0.41531476390771904,0.0715750541748537,63315,7483,3582,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.5,unadjusted,199976,15540.34111921807,5473.21933121519,848.4549978193306,0.3521942851335931,0.05459693524809973,63315,7257,3808,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.5,restricted,199976,15540.34111921807,5362.235831041254,802.3069378563873,0.34505264652202566,0.051627369804914315,63315,7228,3837,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.75,unadjusted,199976,15540.34111921807,4436.813809369942,611.5149864819651,0.2855029870536835,0.03935016495395528,63315,6996,4069,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.75,restricted,199976,15540.34111921807,4270.3385591090355,555.9912329412367,0.2747905291363323,0.03577728626906821,63315,6951,4114,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_ecology,0.5,unadjusted,199976,15540.34111921807,7546.03037490569,1131.1018244207203,0.48557688129341253,0.07278487748392701,63315,7257,3808,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_ecology,0.5,restricted,199976,15540.34111921807,7546.03037490569,1096.4077186502038,0.48557688129341253,0.07055235855114683,63315,7228,3837,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_maintenance,0.5,unadjusted,199976,15540.34111921807,5473.21933121519,886.8059998913238,0.3521942851335931,0.057064770527762036,63315,7654,3411,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_maintenance,0.5,restricted,199976,15540.34111921807,5362.235831041254,840.6375215264195,0.34505264652202566,0.054093891187937906,63315,7654,3411,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_institutions,0.5,unadjusted,199976,15540.34111921807,5473.21933121519,1047.8146688243664,0.3521942851335931,0.06742546130654617,63315,7257,3808,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,no_institutions,0.5,restricted,199976,15540.34111921807,5362.235831041254,1017.8240398392519,0.34505264652202566,0.06549560476382033,63315,7228,3837,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.0,unadjusted,199976,15540.34111921807,8516.155823304694,3367.066584342078,0.5480031460038629,0.21666619532425654,73361,16352,4520,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.0,restricted,199976,15540.34111921807,8516.155823304694,3367.066584342078,0.5480031460038629,0.21666619532425654,73361,16352,4520,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.25,unadjusted,199976,15540.34111921807,7355.81690681755,2637.7397880767644,0.4733369010620319,0.16973499924109037,73361,15984,4888,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.25,restricted,199976,15540.34111921807,7298.568355454379,2574.7834135824296,0.46965303396259134,0.1656838414182753,73361,15960,4912,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.5,unadjusted,199976,15540.34111921807,6195.477990330406,1977.0145506264544,0.398670656120201,0.1272182209811061,73361,15426,5446,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.5,restricted,199976,15540.34111921807,6080.980887604065,1869.7215222260047,0.3913029219213199,0.12031405925277926,73361,15375,5497,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.75,unadjusted,199976,15540.34111921807,5035.139073843263,1424.2698537900844,0.32400441117837003,0.0916498449335035,73361,14924,5948,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,codex_primary,0.75,restricted,199976,15540.34111921807,4863.393419753751,1293.7973535537021,0.31295280988004837,0.08325411544240291,73361,14852,6020,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_ecology,0.5,unadjusted,199976,15540.34111921807,8516.155823304694,2634.622534051755,0.5480031460038629,0.16953440814716936,73361,15426,5446,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_ecology,0.5,restricted,199976,15540.34111921807,8516.155823304694,2551.613453583643,0.5480031460038629,0.16419288572939836,73361,15375,5497,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_maintenance,0.5,unadjusted,199976,15540.34111921807,6195.477990330406,2049.989165524985,0.398670656120201,0.13191403906764002,73361,16352,4520,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_maintenance,0.5,restricted,199976,15540.34111921807,6080.980887604065,1943.2477205827886,0.3913029219213199,0.12504537099122348,73361,16352,4520,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_institutions,0.5,unadjusted,199976,15540.34111921807,6195.477990330406,2441.332868683905,0.398670656120201,0.1570964787680763,73361,15426,5446,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,no_institutions,0.5,restricted,199976,15540.34111921807,6080.980887604065,2376.3223471059137,0.3913029219213199,0.15291313934976744,73361,15375,5497,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.0,unadjusted,199976,15540.34111921807,5694.811137096906,1004.7755210369011,0.36645341909865664,0.06465595017051064,53693,6201,2313,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.0,restricted,199976,15540.34111921807,5694.811137096906,1004.7755210369011,0.36645341909865664,0.06465595017051064,53693,6201,2313,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.25,unadjusted,199976,15540.34111921807,4906.358351798633,788.1323757491633,0.3157175453331041,0.050715255843033845,53693,6073,2441,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.25,restricted,199976,15540.34111921807,4867.915450044252,769.273523143169,0.31324379643277656,0.04950171410277742,53693,6063,2451,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.5,unadjusted,199976,15540.34111921807,4117.905566500358,585.0859811628865,0.2649816715675515,0.037649494092464666,53693,5855,2659,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.5,restricted,199976,15540.34111921807,4041.019762991599,552.9886139119405,0.2600341737668965,0.035584071782573896,53693,5830,2684,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.75,unadjusted,199976,15540.34111921807,3329.452781202084,420.6571202555119,0.21424579780199893,0.027068718571132484,53693,5624,2890,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,codex_primary,0.75,restricted,199976,15540.34111921807,3214.1240759389448,382.17209522518885,0.20682455110101644,0.024592259094787378,53693,5588,2926,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_ecology,0.5,unadjusted,199976,15540.34111921807,5694.811137096906,781.2341482853834,0.36645341909865664,0.050271364205722924,53693,5855,2659,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_ecology,0.5,restricted,199976,15540.34111921807,5694.811137096906,757.0077036225415,0.36645341909865664,0.04871242515303494,53693,5830,2684,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_maintenance,0.5,unadjusted,199976,15540.34111921807,4117.905566500358,614.9185368485304,0.2649816715675515,0.039569178831479264,53693,6201,2313,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_maintenance,0.5,restricted,199976,15540.34111921807,4041.019762991599,583.4084947120117,0.2600341737668965,0.037541550100887784,53693,6201,2313,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_institutions,0.5,unadjusted,199976,15540.34111921807,4117.905566500358,717.5532958756263,0.2649816715675515,0.046173587205769834,53693,5855,2659,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,no_institutions,0.5,restricted,199976,15540.34111921807,4041.019762991599,696.4708833444828,0.2600341737668965,0.044816962382066845,53693,5830,2684,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.0,unadjusted,199976,15540.34111921807,6507.140682814584,2404.667834878363,0.4187257302072657,0.1547371332733883,62874,13757,3182,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.0,restricted,199976,15540.34111921807,6507.140682814584,2404.667834878363,0.4187257302072657,0.1547371332733883,62874,13757,3182,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.25,unadjusted,199976,15540.34111921807,5614.3870620193065,1889.6046476500132,0.36127823829273836,0.121593511567981,62874,13435,3504,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.25,restricted,199976,15540.34111921807,5574.4389032247545,1844.1523388799299,0.3587076281312182,0.11866871677606523,62874,13413,3526,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.5,unadjusted,199976,15540.34111921807,4721.633441224028,1418.5088235453582,0.3038307463782109,0.09127913040410351,62874,12907,4032,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.5,restricted,199976,15540.34111921807,4641.7371236349245,1340.8673344206527,0.2986895260551706,0.0862830052528551,62874,12863,4076,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.75,unadjusted,199976,15540.34111921807,3828.879820428749,1020.8642335518107,0.24638325446368345,0.06569123713052552,62874,12442,4497,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,codex_primary,0.75,restricted,199976,15540.34111921807,3709.035344045094,926.1097292227878,0.23867142397912294,0.05959391252213298,62874,12384,4555,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_ecology,0.5,unadjusted,199976,15540.34111921807,6507.140682814584,1890.836219401572,0.4187257302072657,0.12167276154982572,62874,12907,4032,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_ecology,0.5,restricted,199976,15540.34111921807,6507.140682814584,1831.8217282010567,0.4187257302072657,0.11787525860263914,62874,12863,4076,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_maintenance,0.5,unadjusted,199976,15540.34111921807,4721.633441224028,1476.3622550653788,0.3038307463782109,0.09500192072615608,62874,13757,3182,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_maintenance,0.5,restricted,199976,15540.34111921807,4641.7371236349245,1399.4876837930703,0.2986895260551706,0.09005514570477377,62874,13757,3182,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_institutions,0.5,unadjusted,199976,15540.34111921807,4721.633441224028,1737.1764776389323,0.3038307463782109,0.11178496432685386,62874,12907,4032,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,no_institutions,0.5,restricted,199976,15540.34111921807,4641.7371236349245,1689.850822821688,0.2986895260551706,0.10873962224239225,62874,12863,4076,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,codex_primary,0.0,unadjusted,199976,15540.34111921807,8530.910617386915,1458.9163111400103,0.548952597111083,0.09387929775465684,97191,7678,3514,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.0,restricted,199976,15540.34111921807,8530.910617386915,1458.9163111400103,0.548952597111083,0.09387929775465684,97191,7678,3514,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.25,unadjusted,199976,15540.34111921807,7344.849127379431,1140.0652949332841,0.47263113924162015,0.07336166472712845,97191,7516,3676,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.25,restricted,199976,15540.34111921807,7288.518691019533,1112.7182941867652,0.46900635160486515,0.07160192209749594,97191,7505,3687,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.5,unadjusted,199976,15540.34111921807,6158.787637371947,848.7278085979576,0.3963096813721573,0.05461449025390907,97191,7277,3915,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.5,restricted,199976,15540.34111921807,6046.12676465215,802.5558707298094,0.38906010609864705,0.051643388299715196,97191,7248,3944,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.75,unadjusted,199976,15540.34111921807,4972.726147364462,611.633514708895,0.3199882235026943,0.03935779208556202,97191,7009,4183,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,codex_primary,0.75,restricted,199976,15540.34111921807,4803.734838284768,556.0869073134677,0.30911386059242907,0.035783442785935954,97191,6964,4228,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_ecology,0.5,unadjusted,199976,15540.34111921807,8530.910617386915,1131.4945875538187,0.548952597111083,0.07281015126203041,97191,7277,3915,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_ecology,0.5,restricted,199976,15540.34111921807,8530.910617386915,1096.7663704901524,0.548952597111083,0.07057543731352388,97191,7248,3944,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_maintenance,0.5,unadjusted,199976,15540.34111921807,6158.787637371947,887.1164035018217,0.3963096813721573,0.05708474458162074,97191,7678,3514,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_maintenance,0.5,restricted,199976,15540.34111921807,6046.12676465215,840.9196245456101,0.38906010609864705,0.054112044136899996,97191,7678,3514,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_institutions,0.5,unadjusted,199976,15540.34111921807,6158.787637371947,1048.199956131795,0.3963096813721573,0.06745025402534642,97191,7277,3915,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,no_institutions,0.5,restricted,199976,15540.34111921807,6046.12676465215,1018.2093271466805,0.38906010609864705,0.06552039748262056,97191,7248,3944,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.0,unadjusted,199976,15540.34111921807,9501.03606578592,3368.1573110193344,0.6113788618215336,0.216736382115453,107237,16385,4685,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.0,restricted,199976,15540.34111921807,9501.03606578592,3368.1573110193344,0.6113788618215336,0.216736382115453,107237,16385,4685,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.25,unadjusted,199976,15540.34111921807,8191.04118113654,2638.527162528037,0.5270824570901492,0.16978566572551512,107237,16015,5055,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.25,restricted,199976,15540.34111921807,8132.95394350044,2575.552127061546,0.5233446216597373,0.16573330709429998,107237,15991,5079,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.5,unadjusted,199976,15540.34111921807,6881.046296487162,1977.5269835394472,0.44278605235876506,0.12725119534821053,107237,15453,5617,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.5,restricted,199976,15540.34111921807,6764.8718212149615,1870.206240218704,0.43531038149794127,0.12034525020212719,107237,15402,5668,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.75,unadjusted,199976,15540.34111921807,5571.051411837782,1424.5122984959323,0.3584896476273808,0.09166544592346813,107237,14942,6128,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,codex_primary,0.75,restricted,199976,15540.34111921807,5396.789698929483,1294.013529586703,0.3472761413361452,0.08326802607868448,107237,14870,6200,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_ecology,0.5,unadjusted,199976,15540.34111921807,9501.03606578592,2635.3601181127738,0.6113788618215336,0.1695818706871072,107237,15453,5617,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_ecology,0.5,restricted,199976,15540.34111921807,9501.03606578592,2552.311444901385,0.6113788618215336,0.1642378005296841,107237,15402,5668,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_maintenance,0.5,unadjusted,199976,15540.34111921807,6881.046296487162,2050.5653446716155,0.44278605235876506,0.13195111541893825,107237,16385,4685,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_maintenance,0.5,restricted,199976,15540.34111921807,6764.8718212149615,1943.7911787827766,0.43531038149794127,0.12508034179371866,107237,16385,4685,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_institutions,0.5,unadjusted,199976,15540.34111921807,6881.046296487162,2441.9995610894266,0.44278605235876506,0.15713937952555693,107237,15453,5617,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,no_institutions,0.5,restricted,199976,15540.34111921807,6764.8718212149615,2376.9890395114357,0.43531038149794127,0.1529560401072481,107237,15402,5668,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.0,unadjusted,199976,15540.34111921807,6652.077141187706,1005.3982566627639,0.4280521959045911,0.06469602236848142,87055,6224,2416,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.0,restricted,199976,15540.34111921807,6652.077141187706,1005.3982566627639,0.4280521959045911,0.06469602236848142,87055,6224,2416,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.25,unadjusted,199976,15540.34111921807,5718.143661222538,788.555132551498,0.36795483556993197,0.05074245967331604,87055,6094,2546,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.25,restricted,199976,15540.34111921807,5678.884620504948,769.6807954505463,0.36542856922761596,0.049527921526684844,87055,6084,2556,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.5,unadjusted,199976,15540.34111921807,4784.210181257369,585.3587919415135,0.30785747523527285,0.03766704909827401,87055,5875,2765,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.5,restricted,199976,15540.34111921807,4705.692099822189,553.2375467853626,0.30280494255064083,0.03560009027737477,87055,5850,2790,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.75,unadjusted,199976,15540.34111921807,3850.2767012922004,420.7756484824419,0.24776011490061367,0.027076345702739226,87055,5637,3003,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,codex_primary,0.75,restricted,199976,15540.34111921807,3732.4995791394317,382.26776959741983,0.24018131587366576,0.024598415611655124,87055,5601,3039,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,no_ecology,0.5,unadjusted,199976,15540.34111921807,6652.077141187706,781.6269114184818,0.4280521959045911,0.05029663798382633,87055,5875,2765,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,no_ecology,0.5,restricted,199976,15540.34111921807,6652.077141187706,757.3663554624901,0.4280521959045911,0.04873550391541198,87055,5850,2790,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,no_maintenance,0.5,unadjusted,199976,15540.34111921807,4784.210181257369,615.2220427985926,0.30785747523527285,0.03958870903018815,87055,6224,2416,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
