protection,endpoint,arm,strength,missing_case,waterbodies,L1_TWh,L2_TWh,L3_TWh,L2_fraction_L1,L3_fraction_L1,environmental_candidates,L3_positive_waterbodies,cost_excluded_after_access,model,experiment,period,ice_error_case
core,lower,codex_primary,0.5,restricted,199976,15929.814759277977,4135.201266389757,742.2555039776089,0.2595887854867426,0.046595363172399616,36270,6246,3484,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,codex_primary,0.75,unadjusted,199976,15929.814759277977,3465.714164528012,561.1514848355027,0.21756148561046396,0.03522649153899748,36270,6031,3699,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,codex_primary,0.75,restricted,199976,15929.814759277977,3312.732056284814,509.5547592233141,0.207957977311405,0.0319874880482546,36270,5960,3770,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_ecology,0.5,unadjusted,199976,15929.814759277977,5780.139686599642,1045.2687385344645,0.36285040183741774,0.06561713079090706,36270,6283,3447,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_ecology,0.5,restricted,199976,15929.814759277977,5780.139686599642,1012.8944420109862,0.36285040183741774,0.0635848223797485,36270,6246,3484,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_maintenance,0.5,unadjusted,199976,15929.814759277977,4237.189338551888,802.7605712433353,0.2659911243527818,0.05039359109783651,36270,6640,3090,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_maintenance,0.5,restricted,199976,15929.814759277977,4135.201266389757,760.7162396155022,0.2595887854867426,0.04775424266452562,36270,6640,3090,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_institutions,0.5,unadjusted,199976,15929.814759277977,4237.189338551888,973.6986408326535,0.2659911243527818,0.06112429149658151,36270,6283,3447,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,lower,no_institutions,0.5,restricted,199976,15929.814759277977,4135.201266389757,945.7838318785228,0.2595887854867426,0.059371929063247356,36270,6246,3484,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.0,unadjusted,199976,15929.814759277977,6890.375782877426,3189.543527162847,0.43254588248518555,0.20022477193623148,47367,14904,4630,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.0,restricted,199976,15929.814759277977,6890.375782877426,3189.543527162847,0.43254588248518555,0.20022477193623148,47367,14904,4630,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.25,unadjusted,199976,15929.814759277977,5975.243594278022,2507.912262652265,0.3750981216399814,0.1574351177681828,47367,14611,4923,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.25,restricted,199976,15929.814759277977,5921.095397346,2446.752307964905,0.3716989485955815,0.15359577904318358,47367,14582,4952,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.5,unadjusted,199976,15929.814759277977,5060.111405678616,1902.5126180741497,0.3176503607947772,0.11943093167270337,47367,14250,5284,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.5,restricted,199976,15929.814759277977,4951.815011814574,1798.4466406849008,0.31085201470597745,0.11289815153923459,47367,14196,5338,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.75,unadjusted,199976,15929.814759277977,4144.9792170792125,1374.244256960485,0.2602025999495731,0.086268690360011,47367,13762,5772,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,codex_primary,0.75,restricted,199976,15929.814759277977,3982.534626283147,1246.757078567034,0.25000508081637335,0.07826563569051467,47367,13664,5870,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,no_ecology,0.5,unadjusted,199976,15929.814759277977,6890.375782877426,2533.09079497048,0.43254588248518555,0.1590157094259452,47367,14250,5284,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,no_ecology,0.5,restricted,199976,15929.814759277977,6890.375782877426,2452.959546684729,0.43254588248518555,0.15398544074444154,47367,14196,5338,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
core,upper,no_maintenance,0.5,unadjusted,199976,15929.814759277977,5060.111405678616,1934.8391055528675,0.3176503607947772,0.12146023885343439,47367,14904,4630,MPI-ESM1-2-LR,historical,1995_2014,historical_error_longer_ice
